title,link,description
Tropical Medicine and Infectious Disease,https://www.mdpi.com/journal/tropicalmed,"Tropical Medicine and Infectious Disease is an international, scientific, peer-reviewed, open access journal of tropical medicine and infectious disease published monthly online by MDPI. It is the official journal of the Australasian College of Tropical Medicine (ACTM) and its Joint Faculties of Travel Medicine and Expedition and Wilderness Medicine."
Universe,https://www.mdpi.com/journal/universe,Universe is a peer-reviewed open access journal focused on principles and new discoveries in the universe. Universe is published monthly online by MDPI.
Urban Science,https://www.mdpi.com/journal/urbansci,"Urban Science is an international, scientific, peer-reviewed, open access journal of urban and regional studies, published quarterly online by MDPI. The European Cool Roofs Council (ECRC) and Urban Land Institute (ULI) are affiliated with the journal."
Uro,https://www.mdpi.com/journal/uro,"Uro is an international, peer-reviewed, open access journal on all aspects of urology and andrology, including oncology, endourology, sexual dysfunction, fertility, and infertility, published quarterly online by MDPI. The Italian Society of Andrology (SIA) is affiliated to Uro, and its members receive a discount on the article processing charges."
Vaccines,https://www.mdpi.com/journal/vaccines,"Vaccines is an international, peer-reviewed, open access journal published monthly online by MDPI. The American Society for Virology (ASV) is affiliated with Vaccines and their members receive a discount on the article processing charges."
Vehicles,https://www.mdpi.com/journal/vehicles,"Vehicles is an international, peer-reviewed, open access journal on transportation science and engineering published quarterly online by MDPI."
Venereology,https://www.mdpi.com/journal/venereology,"Venereology is an international, peer-reviewed, open access journal on venerology research published quarterly online by MDPI."
Veterinary Sciences,https://www.mdpi.com/journal/vetsci,"Veterinary Sciences is an international, peer-reviewed, open access journal on veterinary sciences published monthly online by MDPI."
Vibration,https://www.mdpi.com/journal/vibration,"Vibration is a peer-reviewed, open access journal of vibration science and engineering, published quarterly online by MDPI."
Virtual Worlds,https://www.mdpi.com/journal/virtualworlds,"Virtual Worlds is an international, peer-reviewed, open access journal on virtual reality, augmented and mixed reality, published quarterly online by MDPI."
Viruses,https://www.mdpi.com/journal/viruses,"Viruses is a peer-reviewed, open access journal of virology, published monthly online by MDPI. The American Society for Virology (ASV), Spanish Society for Virology (SEV), Canadian Society for Virology (CSV), Italian Society for Virology (SIV-ISV), Australasian Virology Society (AVS) and others are affiliated with Viruses and their members receive a discount on the article processing charges."
Vision,https://www.mdpi.com/journal/vision,"Vision is an international, peer-reviewed, open access journal on vision published quarterly online by MDPI."
Waste,https://www.mdpi.com/journal/waste,"Waste is an international, peer-reviewed, open access journal on waste management, science and technology, published quarterly online by MDPI."
Water,https://www.mdpi.com/journal/water,"Water is a peer-reviewed, open access journal on water science and technology, including the ecology and management of water resources, and is published semimonthly online by MDPI. Water collaborates with the International Conference on Flood Management (ICFM) and Stockholm International Water Institute (SIWI). In addition, the American Institute of Hydrology (AIH), The Polish Limnological Society (PLS) and Japanese Society of Physical Hydrology (JSPH) are affiliated with Water and their members receive a discount on the article processing charges."
Wind,https://www.mdpi.com/journal/wind,"Wind is an international, peer-reviewed, open access journal on wind-related technologies, environmental and sustainability studies published quarterly online by MDPI."
Women,https://www.mdpi.com/journal/women,"Women is an international, peer-reviewed, open access journal on women's medicine and healthcare published quarterly online by MDPI."
World,https://www.mdpi.com/journal/world,"World is an international, peer-reviewed, open access journal on past, present, and future links between economic, political, social, and/or environmental issues, published quarterly online by MDPI. World serves as a scholarly forum and source of information on local, regional, national, and international trends, challenges, and opportunities relating to sustainability, adaptation, and the 4th Industrial Revolution."
World Electric Vehicle Journal,https://www.mdpi.com/journal/wevj,"World Electric Vehicle Journal is the first peer-reviewed, international, scientific journal that comprehensively covers all studies related to battery, hybrid, and fuel cell electric vehicles. The journal is owned by the World Electric Vehicle Association (WEVA) and its members, the European Association for e-Mobility (AVERE), Electric Drive Transportation Association (EDTA), and Electric Vehicle Association of Asia Pacific (EVAAP). It has been published monthly online by MDPI since Volume 9, Issue 1 (2018)."
Youth,https://www.mdpi.com/journal/youth,"Youth is an international, peer-reviewed, open access journal on education, sociology, economics, cultural studies and other social perspectives of youth and young adulthood published quarterly online by MDPI."
Zoonotic Diseases,https://www.mdpi.com/journal/zoonoticdis,"Zoonotic Diseases - formerly Zoonoses - is an international, peer-reviewed, open access journal on various infectious diseases transmitted between animals and humans, published quarterly online by MDPI."
